32.55483062,39.73298485
32.55480872,38.33259616
33.60558936,37.36892115
38.64660752,36.21347
46.06010891,36.86415294
51.99960905,37.08104069
59.44606508,36.43037574
65.19432929,35.92727383
70.69918121,34.74731718
72.29777756,31.69752802
69.36759121,28.37992852
64.90675796,26.24739413
56.31588268,26.04760633
46.0601091,25.91441447
35.46989071,24.64909175
27.81282363,23.7167487
46.0601091,25.91441447
50.97284865,20.0017033
53.20109895,13.25141561
50.92413227,4.106324631
47.13168782,4.92315882
45.20629294,9.182365665
45.15850963,11.41638595
44.59834612,17.32353919
37.4067365,22.55763747
27.81282363,23.7167487
46.0601091,25.91441447
24.54962294,21.6522748
21.61182443,17.32353919
