-37.5874298,-52.10938426
-31.35793932,-37.78155616
-30.89072753,-26.25699877
-33.84973551,-15.5111277
-34.0987437,-4.767921883
-30.9463205,7.447718031
-24.90417603,18.34984828
-19.12473349,25.44280049
-14.35930825,31.69641393
-8.594967016,38.91767658
-4.394385272,44.72024567
0,49.9739331
2.719983123,53.31221366
3.604954106,57.38562048
3.994245206,62.01818457
5.512480497,66.22252846
7.557586258,69.56169184
10.4532505,72.65761935
13.68120407,74.69882529
15.20024105,76.36027198
17.3363868,80.58509357
19.99470151,85.0947346
23.17518518,80.06292461
25.31133093,75.36340396
31.19759921,74.27159614
35.46989071,72.65761935
38.64660881,70.66388332
41.02730373,67.88120131
41.72750812,66.48079253
